order_id,order_date,product_category,region,quarter,units_sold,customer_segment,unit_price,revenue
ORD-16198,2025-03-24,Beauty,New England,Q1,6.0,Corporate,7.859999999999999,47.16
ORD-16199,2025-04-28,Home & Kitchen,Mid-Atlantic,Q2,20.0,Corporate,31.55,631.0
ORD-16200,2025-01-10,Books,Northeast,Q1,3.0,Home Office,7.83,23.49
ORD-16201,2025-04-27,Clothing,Midwest,Q2,9.0,Consumer,12.34,111.06
ORD-16202,2025-01-13,Beauty,West,Q1,10.0,Consumer,9.69,96.9
ORD-16203,2025-03-07,Home & Kitchen,Mid-Atlantic,Q1,6.0,Home Office,28.32,169.92
ORD-16204,2025-12-25,Sports,Mid-Atlantic,Q4,4.0,Corporate,28.62,114.48
ORD-16205,2025-06-23,Sports,Midwest,Q2,13.0,Consumer,23.33,303.29
ORD-16206,2025-08-29,Books,Midwest,Q3,4.0,Consumer,5.95,23.8
ORD-16207,2025-11-12,,New England,Q4,20.0,Corporate,140.66,2813.2
ORD-16208,2025-09-07,Beauty,Northeast,Q3,1.0,Consumer,10.9,10.9
ORD-16209,2025-12-02,Beauty,Mountain,Q4,17.0,Home Office,9.57,162.69
ORD-16210,2025-03-11,Beauty,Mid-Atlantic,Q1,2.0,Consumer,9.43,18.86
ORD-16211,2025-12-04,Home & Kitchen,Southeast,Q4,18.0,Corporate,34.1,613.8
ORD-16212,2025-12-06,Electronics,Southeast,Q4,4.0,Corporate,126.68,506.72
ORD-16213,2025-11-23,Clothing,Mid-Atlantic,Q4,18.0,Corporate,15.11,271.98
ORD-16214,2025-02-05,Clothing,Mid-Atlantic,Q1,18.0,Consumer,12.48,224.64
ORD-16215,2025-06-10,Sports,Northwest,Q2,17.0,Home Office,25.18,428.06
ORD-16216,2025-01-15,Sports,Northwest,Q1,1.0,Corporate,200.735,
ORD-16217,2025-09-13,Electronics,Northeast,Q3,19.0,Corporate,150.04,2850.76
ORD-16218,2025-10-18,Books,Southwest,Q4,15.0,Consumer,6.26,93.9
ORD-16219,2025-04-04,Electronics,South,Q2,9.0,Consumer,127.17999999999999,1144.62
ORD-16220,2025-09-26,Clothing,Midwest,Q3,20.0,Consumer,13.75,275.0
ORD-16221,2025-07-11,Electronics,Southeast,Q3,,Consumer,138.36,1383.6
ORD-16222,2025-04-06,Sports,Mid-Atlantic,Q2,19.0,Corporate,23.55,447.45
ORD-16223,2025-11-20,Beauty,Southwest,Q4,2.0,Consumer,10.1,20.2
ORD-16224,2025-11-27,Clothing,Midwest,Q4,18.0,Corporate,16.13,290.34
ORD-16225,2025-03-01,Beauty,Midwest,Q1,5.0,Consumer,11.55,57.75
ORD-16226,2025-07-18,Electronics,Northeast,Q3,17.0,Consumer,138.43,2353.31
ORD-16227,2025-03-20,Clothing,Northeast,Q1,13.0,Home Office,15.15,196.95
ORD-16228,2025-09-05,Clothing,Southeast,Q3,14.0,Home Office,13.04,182.56
ORD-16229,2025-10-17,Electronics,Northwest,Q4,3.0,Home Office,161.92,485.76
ORD-16230,2025-11-03,Sports,Northeast,Q4,13.0,Home Office,28.14,365.82
ORD-16231,2025-04-30,Beauty,Southwest,Q2,1.0,Corporate,7.7,7.7
ORD-16232,2025-04-19,Clothing,South,Q2,16.0,Home Office,11.77,188.32
ORD-16233,2025-01-09,Electronics,Southeast,Q1,6.0,Corporate,170.74,1024.44
ORD-16234,2025-08-09,Electronics,Northeast,Q3,2.0,Home Office,151.92,303.84
ORD-16235,2025-02-13,Clothing,,Q1,9.0,Consumer,10.59,95.31
ORD-16236,2025-08-28,Home & Kitchen,Northwest,Q3,19.0,Home Office,44.66,848.54
ORD-16237,2025-01-25,Clothing,Northeast,Q1,7.0,Corporate,15.32,107.24
ORD-16238,2025-06-10,Beauty,West,Q2,2.0,Consumer,12.7,25.4
ORD-16239,2025-02-22,Clothing,Midwest,Q1,15.0,Consumer,14.05,210.75
ORD-16240,2025-11-17,Clothing,Midwest,Q4,11.0,Home Office,15.65,172.15
ORD-16241,2025-12-10,Books,Southwest,Q4,5.0,Corporate,6.17,30.85
ORD-16242,2025-06-23,Clothing,Mid-Atlantic,Q2,19.0,Home Office,13.55,257.45
ORD-16243,2025-02-22,Clothing,Mid-Atlantic,Q1,20.0,Consumer,13.26,265.2
ORD-16244,2025-08-18,Clothing,South,Q3,9.0,Consumer,18.130000000000003,163.17
ORD-16245,2025-02-12,Electronics,Mid-Atlantic,Q1,13.0,Consumer,126.7,1647.1
ORD-16246,2025-07-19,Electronics,Mid-Atlantic,Q3,11.0,Corporate,135.92,1495.12
ORD-16247,2025-12-05,Clothing,South,Q4,14.0,Corporate,15.11,211.54
ORD-16248,2025-08-03,Sports,Mountain,Q3,8.0,Corporate,26.82,214.56
ORD-16249,2025-09-19,Beauty,West,Q3,18.0,Consumer,8.86,159.48
ORD-16250,2025-09-26,Beauty,Southeast,Q3,13.0,Consumer,9.69,125.97
ORD-16251,2025-12-12,Home & Kitchen,West,Q4,7.0,Consumer,30.169999999999998,211.19
ORD-16252,2025-11-23,Home & Kitchen,Mid-Atlantic,Q4,8.0,Home Office,35.94,287.52
ORD-16253,2025-07-01,Clothing,Southeast,Q3,14.0,Consumer,11.68,163.52
ORD-16254,2025-05-25,Electronics,Mountain,Q2,15.0,Consumer,117.03,1755.45
ORD-16255,2025-04-15,Clothing,Mid-Atlantic,Q2,14.0,Consumer,13.22,185.08
ORD-16256,2025-03-26,Home & Kitchen,Southwest,Q1,1.0,Home Office,34.67,34.67
ORD-16257,2025-07-15,Electronics,Midwest,Q3,20.0,Consumer,126.7,2534.0
ORD-16258,2025-07-23,Electronics,Southwest,Q3,14.0,Consumer,148.8,2083.2
ORD-16259,2025-03-07,Clothing,,Q1,10.0,Corporate,13.64,136.4
ORD-16260,2025-02-15,Clothing,Northwest,Q1,12.0,Home Office,10.89,130.68
ORD-16261,2025-07-09,Clothing,New England,Q3,11.0,Corporate,14.39,158.29
ORD-16262,2025-12-05,,West,Q4,4.0,Consumer,136.87,547.48
ORD-16263,2025-09-04,Electronics,Midwest,Q3,20.0,Corporate,132.47,2649.4
ORD-16264,2025-07-18,Clothing,Mid-Atlantic,Q3,1.0,Home Office,13.93,13.93
ORD-16265,2025-04-17,Electronics,Mountain,Q2,6.0,Corporate,125.72999999999999,754.38
ORD-16266,2025-09-10,Clothing,Southeast,Q3,16.0,Consumer,14.17,226.72
ORD-16267,2025-05-04,Electronics,West,Q2,3.0,Consumer,151.47,454.41
ORD-16268,2025-09-07,Beauty,Southwest,Q3,12.0,Home Office,10.67,128.04
ORD-16269,2025-03-05,Clothing,South,Q1,1.0,Corporate,13.18,13.18
ORD-16270,2025-08-13,Clothing,New England,Q3,6.0,Corporate,14.69,88.14
ORD-16271,2025-04-29,Electronics,Northeast,Q2,8.0,Consumer,144.43,1155.44
ORD-16272,2025-06-01,Electronics,Southwest,Q2,5.0,Corporate,131.45,657.25
ORD-16273,2025-12-31,Electronics,,Q4,6.0,Consumer,130.29000000000002,781.74
ORD-16274,2025-01-16,Books,Northeast,Q1,6.0,Consumer,6.2,37.2
ORD-16275,2025-06-17,Sports,West,Q2,11.0,Home Office,32.54,357.94
ORD-16276,2025-08-21,Electronics,Northwest,Q3,19.0,Consumer,170.68,3242.92
ORD-16277,2025-10-02,Home & Kitchen,Southwest,Q4,3.0,Consumer,40.07,120.21
ORD-16278,2025-05-31,Clothing,South,Q2,16.0,Home Office,13.03,208.48
ORD-16279,2025-10-04,Electronics,Southwest,Q4,1.0,Consumer,144.23000000000002,144.23
ORD-16280,2025-11-21,Beauty,New England,Q4,3.0,Corporate,13.16,39.48
ORD-16281,2025-05-11,Electronics,,Q2,4.0,Corporate,172.41,689.64
ORD-16282,2025-05-22,Clothing,West,Q2,3.0,Home Office,13.76,41.28
ORD-16283,2025-05-01,Beauty,,Q2,3.0,Home Office,11.49,34.47
ORD-16284,2025-10-26,Home & Kitchen,Southwest,Q4,20.0,Corporate,34.06,681.2
ORD-16285,2025-01-27,Books,Northeast,Q1,15.0,Consumer,6.43,96.45
ORD-16286,2025-05-21,Sports,West,Q2,19.0,Consumer,29.2,554.8
ORD-16287,2025-08-17,Beauty,South,Q3,2.0,Home Office,12.299999999999999,24.6
ORD-16288,2025-07-11,Clothing,Midwest,Q3,1.0,Consumer,13.71,13.71
ORD-16289,2025-04-08,Electronics,Northeast,Q2,9.0,Corporate,110.05,990.45
ORD-16290,2025-07-12,Beauty,Mid-Atlantic,Q3,13.0,Consumer,8.9,115.7
ORD-16291,2025-02-14,Books,West,Q1,5.0,Consumer,6.51,32.55
ORD-16292,2025-05-04,Clothing,Midwest,Q2,8.0,Consumer,11.45,91.6
ORD-16293,2025-09-15,Books,Southeast,Q3,1.0,Consumer,5.13,5.13
ORD-16294,2025-12-30,Electronics,West,Q4,19.0,Home Office,128.19,2435.61
ORD-16295,2025-06-11,Clothing,South,Q2,1.0,Home Office,10.6,10.6
ORD-16296,2025-11-16,Electronics,Southeast,Q4,11.0,Corporate,116.55,1282.05
ORD-16297,2025-07-21,Home & Kitchen,Midwest,Q3,7.0,Corporate,33.760000000000005,236.32
ORD-16298,2025-02-10,Sports,Mountain,Q1,13.0,Corporate,23.7,308.1
ORD-16299,2025-12-14,Clothing,Southwest,Q4,11.0,Home Office,15.4,169.4
ORD-16300,2025-01-22,Books,Southwest,Q1,14.0,Home Office,5.17,72.38
ORD-16301,2025-10-21,Home & Kitchen,Northwest,Q4,13.0,Consumer,34.64,450.32
ORD-16302,2025-10-28,Home & Kitchen,Mid-Atlantic,Q4,20.0,Consumer,43.65,873.0
ORD-16303,2025-06-06,Sports,Mid-Atlantic,Q2,2.0,Corporate,27.15,54.3
ORD-16304,2025-06-10,Electronics,Northeast,Q2,2.0,Home Office,113.72999999999999,227.46
ORD-16305,2025-04-14,Beauty,Northwest,Q2,12.0,Corporate,9.11,109.32
ORD-16306,2025-06-18,Electronics,Mid-Atlantic,Q2,19.0,Home Office,130.26,2474.94
ORD-16307,2025-06-12,Clothing,Mountain,Q2,3.0,Home Office,11.5,34.5
ORD-16308,2025-05-22,Home & Kitchen,Midwest,Q2,7.0,Corporate,29.52,206.64
ORD-16309,2025-08-12,Books,Mountain,Q3,17.0,Home Office,7.55,128.35
ORD-16310,2025-03-12,Home & Kitchen,Northeast,Q1,2.0,Consumer,44.449999999999996,88.9
ORD-16311,2025-12-15,Beauty,Northeast,Q4,,Consumer,11.22,112.2
ORD-16312,2025-10-19,Beauty,West,Q4,16.0,Corporate,9.07,145.12
ORD-16313,2025-07-27,Clothing,Southwest,Q3,17.0,Consumer,12.15,206.55
ORD-16314,2025-10-18,Sports,Southeast,Q4,15.0,Consumer,25.56,383.4
ORD-16315,2025-04-13,Clothing,,Q2,8.0,Corporate,13.4,107.2
ORD-16316,2025-01-01,,Midwest,Q1,2.0,Consumer,141.84,283.68
ORD-16317,2025-09-23,Clothing,Mid-Atlantic,Q3,17.0,Home Office,12.22,207.74
ORD-16318,2025-05-04,Electronics,West,Q2,,Home Office,142.75,1427.5
ORD-16319,2025-07-13,Electronics,Mountain,Q3,12.0,Corporate,152.41,1828.92
ORD-16320,2025-11-20,Clothing,Midwest,Q4,11.0,Corporate,15.13,166.43
ORD-16321,2025-12-26,Electronics,Southwest,Q4,1.0,Corporate,200.735,
ORD-16322,2025-07-01,Beauty,Southwest,Q3,7.0,Consumer,11.34,79.38
ORD-16323,2025-12-26,Home & Kitchen,Mid-Atlantic,Q4,3.0,Consumer,43.65,130.95
ORD-16324,2025-01-28,Beauty,Mountain,Q1,19.0,Corporate,10.52,199.88
ORD-16325,2025-02-01,Clothing,Northeast,Q1,13.0,Corporate,13.85,180.05
ORD-16326,2025-12-11,Beauty,West,Q4,1.0,Consumer,200.735,
ORD-16327,2025-05-25,Electronics,Midwest,Q2,9.0,Home Office,111.52,1003.68
ORD-16328,2025-04-26,Home & Kitchen,Northwest,Q2,5.0,Corporate,38.339999999999996,191.7
ORD-16329,2025-04-14,Clothing,Southwest,Q2,19.0,Consumer,10.25,194.75
ORD-16330,2025-09-26,Home & Kitchen,New England,Q3,14.0,Corporate,37.78,528.92
ORD-16331,2025-03-09,Clothing,Mid-Atlantic,Q1,15.0,Consumer,13.7,205.5
ORD-16332,2025-09-01,Sports,West,Q3,16.0,Consumer,23.57,377.12
ORD-16333,2025-03-23,Sports,Northeast,Q1,20.0,Home Office,24.46,489.2
ORD-16334,2025-01-14,Beauty,Southeast,Q1,15.0,Home Office,12.13,181.95
ORD-16335,2025-04-27,Electronics,West,Q2,13.0,Consumer,155.43,2020.59
ORD-16336,2025-02-10,Clothing,Northeast,Q1,16.0,Home Office,15.72,251.52
ORD-16337,2025-10-03,Books,Midwest,Q4,7.0,Consumer,6.02,42.14
ORD-16338,2025-02-28,Clothing,Mid-Atlantic,Q1,20.0,Consumer,10.8,216.0
ORD-16339,2025-01-23,Books,West,Q1,3.0,Consumer,5.55,16.65
ORD-16340,2025-07-18,Clothing,Mid-Atlantic,Q3,7.0,Consumer,11.87,83.09
ORD-16341,2025-09-12,Books,West,Q3,12.0,Consumer,7.26,87.12
ORD-16342,2025-03-17,Books,Southwest,Q1,2.0,Home Office,5.54,11.08
ORD-16343,2025-02-10,Beauty,Midwest,Q1,,Consumer,11.14,111.4
ORD-16344,2025-10-08,Electronics,Southeast,Q4,14.0,Consumer,154.17,2158.38
ORD-16345,2025-08-01,Clothing,West,Q3,,Corporate,13.97,139.7
ORD-16346,2025-06-20,Books,Midwest,Q2,16.0,Consumer,5.93,94.88
ORD-16347,2025-05-11,Sports,Mid-Atlantic,Q2,19.0,Corporate,22.62,429.78
ORD-16348,2025-05-15,Electronics,Southwest,Q2,1.0,Consumer,112.78,112.78
ORD-16349,2025-06-17,Clothing,Mid-Atlantic,Q2,5.0,Consumer,12.32,61.6
ORD-16350,2025-07-09,Sports,Mid-Atlantic,Q3,13.0,Corporate,28.03,364.39
ORD-16351,2025-12-29,Home & Kitchen,West,Q4,,Consumer,37.71,377.1
ORD-16352,2025-02-17,Sports,Southeast,Q1,19.0,Consumer,28.47,540.93
ORD-16353,2025-10-24,Sports,Mountain,Q4,7.0,Consumer,25.759999999999998,180.32
ORD-16354,2025-03-28,Books,Southwest,Q1,18.0,Consumer,5.22,93.96
ORD-16355,2025-02-13,Electronics,Mid-Atlantic,Q1,18.0,Corporate,113.75,2047.5
ORD-16356,2025-02-27,Electronics,Midwest,Q1,1.0,Consumer,140.05,140.05
ORD-16357,2025-03-07,Electronics,Northeast,Q1,13.0,Corporate,148.12,1925.56
ORD-16358,2025-10-18,Books,Mid-Atlantic,Q4,15.0,Corporate,7.66,114.9
ORD-16359,2025-06-19,Home & Kitchen,Southeast,Q2,9.0,Consumer,34.52,310.68
ORD-16360,2025-01-29,Electronics,Mountain,Q1,16.0,Home Office,142.91,2286.56
ORD-16361,2025-12-14,Clothing,New England,Q4,10.0,Home Office,12.61,126.1
ORD-16362,2025-10-02,Clothing,Northwest,Q4,2.0,Corporate,14.16,28.32
ORD-16363,2025-12-17,Sports,Southwest,Q4,18.0,Consumer,28.12,506.16
ORD-16364,2025-12-07,Beauty,West,Q4,11.0,Consumer,8.4,92.4
ORD-16365,2025-02-08,Beauty,South,Q1,6.0,Consumer,12.6,75.6
ORD-16366,2025-12-12,,Midwest,Q4,12.0,Consumer,129.02,1548.24
ORD-16367,2025-08-10,Books,Mid-Atlantic,Q3,4.0,Consumer,6.8,27.2
ORD-16368,2025-12-10,Electronics,Southwest,Q4,1.0,Corporate,200.735,
ORD-16369,2025-12-20,Home & Kitchen,Mid-Atlantic,Q4,5.0,Consumer,45.48,227.4
ORD-16370,2025-06-26,Electronics,Northeast,Q2,3.0,Home Office,126.25,378.75
ORD-16371,2025-12-14,Electronics,Northwest,Q4,2.0,Consumer,143.67999999999998,287.36
ORD-16372,2025-04-22,Electronics,South,Q2,,Corporate,122.86,1228.6
ORD-16373,2025-06-21,Home & Kitchen,,Q2,4.0,Home Office,46.19,184.76
ORD-16374,2025-02-18,Home & Kitchen,Mid-Atlantic,Q1,7.0,Consumer,36.1,252.7
ORD-16375,2025-10-28,Electronics,Mid-Atlantic,Q4,15.0,Home Office,143.74,2156.1
ORD-16376,2025-04-16,Clothing,Northeast,Q2,2.0,Consumer,14.25,28.5
ORD-16377,2025-09-06,Sports,Southwest,Q3,13.0,Home Office,28.06,364.78
ORD-16378,2025-06-01,Electronics,New England,Q2,17.0,Home Office,115.22,1958.74
ORD-16379,2025-11-05,Electronics,Southeast,Q4,20.0,Consumer,121.86,2437.2
ORD-16380,2025-04-22,Clothing,Southwest,Q2,19.0,Home Office,12.98,246.62
ORD-16381,2025-10-11,Sports,,Q4,15.0,Consumer,25.31,379.65
ORD-16382,2025-12-24,Clothing,Southwest,Q4,4.0,Consumer,12.91,51.64
ORD-16383,2025-06-19,Books,South,Q2,15.0,Consumer,4.96,74.4
ORD-16384,2025-05-12,Clothing,Southwest,Q2,18.0,Consumer,10.38,186.84
ORD-16385,2025-11-24,Clothing,Mid-Atlantic,Q4,14.0,Corporate,14.11,197.54
ORD-16386,2025-12-12,Electronics,Northeast,Q4,2.0,Consumer,149.17,298.34
ORD-16387,2025-11-04,Beauty,South,Q4,9.0,Corporate,12.05,108.45
ORD-16388,2025-02-26,Electronics,South,Q1,3.0,Consumer,156.42000000000002,469.26
ORD-16389,2025-11-03,Home & Kitchen,Southwest,Q4,20.0,Home Office,33.39,667.8
ORD-16390,2025-06-12,,Southwest,Q2,16.0,Consumer,122.92,1966.72
ORD-16391,2025-09-15,Clothing,Northwest,Q3,15.0,Consumer,14.2,213.0
ORD-16392,2025-12-09,Sports,Southwest,Q4,15.0,Corporate,23.95,359.25
ORD-16393,2025-01-04,Beauty,Mid-Atlantic,Q1,19.0,Home Office,10.27,195.13
ORD-16394,2025-11-15,Electronics,South,Q4,16.0,Corporate,184.98,2959.68
ORD-16395,2025-09-30,Home & Kitchen,South,Q3,11.0,Consumer,42.61,468.71
ORD-16396,2025-10-11,Home & Kitchen,Mid-Atlantic,Q4,1.0,Consumer,200.735,
ORD-16397,2025-03-02,Electronics,Southwest,Q1,5.0,Consumer,120.3,601.5
ORD-16398,2025-05-05,Home & Kitchen,Mid-Atlantic,Q2,8.0,Corporate,29.979999999999997,239.84
ORD-16399,2025-12-08,Clothing,Northwest,Q4,3.0,Consumer,13.57,40.71
ORD-16400,2025-02-26,Home & Kitchen,Northwest,Q1,10.0,Consumer,31.48,314.8
ORD-16401,2025-01-11,Beauty,Mid-Atlantic,Q1,5.0,Corporate,8.81,44.05
ORD-16402,2025-10-12,Electronics,Southwest,Q4,13.0,Corporate,162.09,2107.17
ORD-16403,2025-05-13,,Midwest,Q2,11.0,Corporate,129.9,1428.9
ORD-16404,2025-10-19,Clothing,,Q4,12.0,Consumer,12.04,144.48
ORD-16405,2025-03-18,Books,Southeast,Q1,2.0,Corporate,8.49,16.98
ORD-16406,2025-06-07,Beauty,Midwest,Q2,14.0,Consumer,9.13,127.82
ORD-16407,2025-12-17,Electronics,Southwest,Q4,8.0,Consumer,122.39,979.12
ORD-16408,2025-08-28,Clothing,Midwest,Q3,7.0,Corporate,10.26,71.82
ORD-16409,2025-07-02,Clothing,Midwest,Q3,,Corporate,11.42,114.2
ORD-16410,2025-07-08,Beauty,Northeast,Q3,19.0,Corporate,9.0,171.0
ORD-16411,2025-10-22,Home & Kitchen,New England,Q4,4.0,Consumer,38.2,152.8
ORD-16412,2025-03-18,Books,Northeast,Q1,14.0,Home Office,7.63,106.82
ORD-16413,2025-04-21,Electronics,Northeast,Q2,4.0,Consumer,122.14999999999999,488.6
ORD-16414,2025-03-26,Home & Kitchen,West,Q1,14.0,Home Office,34.2,478.8
ORD-16415,2025-09-30,Beauty,Southeast,Q3,7.0,Consumer,11.22,78.54
ORD-16416,2025-04-29,Sports,New England,Q2,19.0,Consumer,26.36,500.84
ORD-16417,2025-06-25,Clothing,Southwest,Q2,3.0,Consumer,11.98,35.94
ORD-16418,2025-06-29,Beauty,Southwest,Q2,18.0,Consumer,10.0,180.0
ORD-16419,2025-03-16,Clothing,Mountain,Q1,1.0,Consumer,200.735,
ORD-16420,2025-03-16,Clothing,Mountain,Q1,18.0,Home Office,12.44,223.92
ORD-16421,2025-09-21,Sports,Northeast,Q3,6.0,Consumer,27.01,162.06
ORD-16422,2025-05-07,Books,Midwest,Q2,,Corporate,5.08,50.8
ORD-16423,2025-12-17,Beauty,Northeast,Q4,1.0,Home Office,9.81,9.81
ORD-16424,2025-07-29,Clothing,Midwest,Q3,1.0,Corporate,11.33,11.33
ORD-16425,2025-03-24,Sports,Mid-Atlantic,Q1,9.0,Consumer,26.68,240.12
ORD-16426,2025-08-06,Electronics,Mountain,Q3,14.0,Home Office,160.53,2247.42
ORD-16427,2025-01-21,Electronics,West,Q1,7.0,Consumer,133.56,934.92
ORD-16428,2025-12-27,Beauty,Northwest,Q4,15.0,Corporate,9.9,148.5
ORD-16429,2025-12-29,Clothing,Southwest,Q4,10.0,Corporate,16.03,160.3
ORD-16430,2025-07-12,Books,Mid-Atlantic,Q3,18.0,Consumer,5.81,104.58
ORD-16431,2025-08-17,Clothing,Midwest,Q3,8.0,Corporate,13.71,109.68
ORD-16432,2025-06-22,Clothing,Southwest,Q2,,Consumer,11.52,115.2
ORD-16433,2025-05-17,Beauty,Midwest,Q2,16.0,Consumer,9.38,150.08
ORD-16434,2025-10-15,Beauty,Northwest,Q4,11.0,Consumer,11.34,124.74
ORD-16435,2025-03-08,Home & Kitchen,Mountain,Q1,1.0,Home Office,33.21,33.21
ORD-16436,2025-04-13,Electronics,Southeast,Q2,17.0,Home Office,129.2,2196.4
ORD-16437,2025-05-29,Beauty,Mid-Atlantic,Q2,3.0,Consumer,9.08,27.24
ORD-16438,2025-12-12,Clothing,New England,Q4,5.0,Consumer,13.23,66.15
ORD-16439,2025-04-13,Electronics,Northeast,Q2,16.0,Consumer,144.32,2309.12
ORD-16440,2025-12-19,Beauty,West,Q4,12.0,Corporate,11.16,133.92
ORD-16441,2025-03-19,Electronics,Southeast,Q1,12.0,Home Office,191.14,2293.68
ORD-16442,2025-06-11,Books,Southwest,Q2,14.0,Home Office,6.0,84.0
ORD-16443,2025-07-19,Beauty,Southwest,Q3,17.0,Corporate,11.55,196.35
ORD-16444,2025-02-26,Books,Southwest,Q1,1.0,Corporate,200.735,
ORD-16445,2025-08-01,Clothing,Southwest,Q3,3.0,Consumer,11.89,35.67
ORD-16446,2025-03-28,Books,West,Q1,3.0,Consumer,4.94,14.82
ORD-16447,2025-01-21,Electronics,South,Q1,6.0,Corporate,132.42000000000002,794.52
ORD-16448,2025-03-23,Electronics,South,Q1,6.0,Corporate,134.03,804.18
ORD-16449,2025-10-14,Electronics,Northeast,Q4,6.0,Home Office,146.10999999999999,876.66
ORD-16450,2025-09-18,Home & Kitchen,Southeast,Q3,15.0,Consumer,39.74,596.1
ORD-16451,2025-10-24,Electronics,Mid-Atlantic,Q4,7.0,Consumer,147.10999999999999,1029.77
ORD-16452,2025-05-19,Home & Kitchen,New England,Q2,17.0,Consumer,30.35,515.95
ORD-16453,2025-08-01,Clothing,Southwest,Q3,17.0,Home Office,12.49,212.33
ORD-16454,2025-09-13,Clothing,Mid-Atlantic,Q3,9.0,Corporate,14.44,129.96
ORD-16455,2025-10-11,Beauty,West,Q4,6.0,Consumer,10.99,65.94
ORD-16456,2025-11-29,Electronics,Midwest,Q4,14.0,Home Office,144.85,2027.9
ORD-16457,2025-12-07,Beauty,Mountain,Q4,4.0,Consumer,8.61,34.44
ORD-16458,2025-03-02,Home & Kitchen,South,Q1,,Consumer,41.18,411.8
ORD-16459,2025-09-28,Books,Midwest,Q3,5.0,Consumer,5.0600000000000005,25.3
ORD-16460,2025-04-05,Clothing,Southwest,Q2,9.0,Corporate,12.73,114.57
ORD-16461,2025-11-05,Books,Southwest,Q4,17.0,Corporate,6.48,110.16
ORD-16462,2025-06-03,Home & Kitchen,New England,Q2,12.0,Corporate,40.6,487.2
ORD-16463,2025-06-17,Books,South,Q2,20.0,Corporate,6.32,126.4
ORD-16464,2025-05-02,Electronics,Southwest,Q2,1.0,Consumer,127.9,127.9
ORD-16465,2025-06-10,Beauty,Mountain,Q2,8.0,Consumer,8.96,71.68
ORD-16466,2025-03-15,Sports,West,Q1,13.0,Home Office,20.92,271.96
ORD-16467,2025-12-05,Electronics,Midwest,Q4,9.0,Corporate,137.39999999999998,1236.6
ORD-16468,2025-07-10,Home & Kitchen,New England,Q3,11.0,Consumer,41.55,457.05
ORD-16469,2025-10-21,Sports,South,Q4,6.0,Consumer,30.169999999999998,181.02
ORD-16470,2025-11-09,Home & Kitchen,Northwest,Q4,1.0,Consumer,36.98,36.98
ORD-16471,2025-05-12,,Southeast,Q2,14.0,Consumer,140.43,1966.02
ORD-16472,2025-09-10,Beauty,Northwest,Q3,1.0,Consumer,11.17,11.17
ORD-16473,2025-02-15,Electronics,Northwest,Q1,1.0,Consumer,128.64,128.64
ORD-16474,2025-12-21,Sports,Northwest,Q4,12.0,Home Office,23.12,277.44
ORD-16475,2025-06-12,Electronics,Northwest,Q2,3.0,Consumer,145.73999999999998,437.22
ORD-16476,2025-05-11,Electronics,Southeast,Q2,16.0,Home Office,110.68,1770.88
ORD-16477,2025-04-04,Clothing,West,Q2,8.0,Corporate,16.69,133.52
ORD-16478,2025-04-14,Beauty,Mountain,Q2,9.0,Consumer,8.700000000000001,78.3
ORD-16479,2025-04-14,Books,Northeast,Q2,4.0,Corporate,5.91,23.64
ORD-16480,2025-05-23,Electronics,Mid-Atlantic,Q2,1.0,Consumer,126.41,126.41
ORD-16481,2025-12-23,Electronics,Midwest,Q4,7.0,Corporate,164.88,1154.16
ORD-16482,2025-10-29,Clothing,Midwest,Q4,16.0,Consumer,14.61,233.76
ORD-16483,2025-04-23,Sports,Mid-Atlantic,Q2,14.0,Consumer,22.76,318.64
ORD-16484,2025-06-24,Home & Kitchen,Southeast,Q2,14.0,Corporate,37.12,519.68
ORD-16485,2025-10-31,Clothing,Mid-Atlantic,Q4,13.0,Consumer,17.03,221.39
ORD-16486,2025-03-12,Home & Kitchen,Midwest,Q1,15.0,Consumer,37.61,564.15
ORD-16487,2025-12-16,Clothing,South,Q4,10.0,Consumer,16.939999999999998,169.4
ORD-16488,2025-03-02,Clothing,Mountain,Q1,11.0,Consumer,14.14,155.54
ORD-16489,2025-07-23,Clothing,Northwest,Q3,6.0,Home Office,15.44,92.64
ORD-16490,2025-07-08,Sports,South,Q3,6.0,Consumer,32.55,195.3
ORD-16491,2025-09-14,Books,Northeast,Q3,7.0,Consumer,5.41,37.87
ORD-16492,2025-10-16,Beauty,Mid-Atlantic,Q4,13.0,Consumer,11.209999999999999,145.73
ORD-16493,2025-01-26,Clothing,West,Q1,18.0,Consumer,14.14,254.52
ORD-16494,2025-04-29,Home & Kitchen,Mid-Atlantic,Q2,17.0,Corporate,30.45,517.65
ORD-16495,2025-07-06,Electronics,New England,Q3,19.0,Consumer,149.5,2840.5
ORD-16496,2025-11-06,Beauty,Northeast,Q4,7.0,Corporate,11.27,78.89
ORD-16497,2025-02-02,Home & Kitchen,Mid-Atlantic,Q1,11.0,Corporate,30.08,330.88
ORD-16498,2025-11-15,Books,Northwest,Q4,,Consumer,7.15,71.5
ORD-16499,2025-05-31,Electronics,Southwest,Q2,3.0,Corporate,112.37,337.11
ORD-16500,2025-02-10,Beauty,West,Q1,4.0,Corporate,8.01,32.04
ORD-16501,2025-10-18,Beauty,Northeast,Q4,11.0,Consumer,10.11,111.21
ORD-16502,2025-01-16,Clothing,Midwest,Q1,9.0,Consumer,16.0,144.0
ORD-16503,2025-08-20,Beauty,Southeast,Q3,,Consumer,9.0,90.0
ORD-16504,2025-02-06,Books,New England,Q1,20.0,Consumer,4.65,93.0
